INSERT INTO fa22_sg_customer (customer_id, email, password, first_name, last_name, segment, security_answer, security_question_id) VALUES 
('AG-105251406', 'ag39926@nyu.edu', '1234qwer', 'Andy', 'Gerbode', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AJ-1078058', 'aj26101@nyu.edu', '1234qwer', 'Anthony', 'Jacobs', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CM-1223528', 'cm5248@nyu.edu', '1234qwer', 'Chris', 'McAfee', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DV-1304545', 'd14939@nyu.edu', '1234qwer', 'Darrin', '', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BS-18004', 'bs46338@nyu.edu', '1234qwer', 'Bryan', 'Spruell', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CS-12175139', 'cs15291@nyu.edu', '1234qwer', 'Charles', 'Sheldon', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MR-754533', 'mr46688@nyu.edu', '1234qwer', 'Mathew', 'Reese', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JF-155657', 'jf20553@nyu.edu', '1234qwer', 'Jill', 'Fjeld', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MD-1735082', 'md1259@nyu.edu', '1234qwer', 'Maribeth', 'Dona', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DB-1366055', 'db5182@nyu.edu', '1234qwer', 'Duane', 'Benoit', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('EM-140657', 'em21956@nyu.edu', '1234qwer', 'Erin', 'Mull', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('NL-18310124', 'nl17873@nyu.edu', '1234qwer', 'Nancy', 'Lomonaco', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CA-1277582', 'ca8190@nyu.edu', '1234qwer', 'Cynthia', 'Arntzen', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('PO-1918027', 'po29458@nyu.edu', '1234qwer', 'Philisse', 'Overcash', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('HE-1480031', 'he4421@nyu.edu', '1234qwer', 'Harold', 'Engle', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('KL-166457', 'kl22155@nyu.edu', '1234qwer', 'Ken', 'Lonsdale', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BG-1174045', 'bg18949@nyu.edu', '1234qwer', 'Bruce', 'Geld', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AG-105251408', 'ag31611@nyu.edu', '1234qwer', 'Andy', 'Gerbode', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('PS-18760120', 'ps14176@nyu.edu', '1234qwer', 'Pamela', 'Stobb', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JC-15340139', 'jc14068@nyu.edu', '1234qwer', 'Jasper', 'Cacioppo', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('LC-17140120', 'lc14466@nyu.edu', '1234qwer', 'Logan', 'Currie', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('NF-1838545', 'nf11264@nyu.edu', '1234qwer', 'Natalie', 'Fritzler', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BS-1665111', 'bs42700@nyu.edu', '1234qwer', 'Brian', 'Stugart', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DL-1331592', 'dl30806@nyu.edu', '1234qwer', 'Delfina', 'Latchford', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MO-1795064', 'mo18621@nyu.edu', '1234qwer', 'Michael', 'Oakman', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('NG-184307', 'ng27466@nyu.edu', '1234qwer', 'Nathan', 'Gelder', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('VW-2177566', 'vw26733@nyu.edu', '1234qwer', 'Victoria', 'Wilson', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('NP-183257', 'np29922@nyu.edu', '1234qwer', 'Naresj', 'Patel', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RD-1966092', 'rd30780@nyu.edu', '1234qwer', 'Robert', 'Dilbeck', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('HJ-1487545', 'hj15783@nyu.edu', '1234qwer', 'Heather', 'Jas', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CA-1277545', 'ca17600@nyu.edu', '1234qwer', 'Cynthia', 'Arntzen', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TA-11385146', 'ta47556@nyu.edu', '1234qwer', 'Tom', 'Ashbrook', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BD-1132027', 'bd21546@nyu.edu', '1234qwer', 'Bill', 'Donatelli', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BG-1169591', 'bg18414@nyu.edu', '1234qwer', 'Brooke', 'Gillingham', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JM-565552', 'jm42351@nyu.edu', '1234qwer', 'Jim', 'Mitchum', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('SM-1032086', 'sm46910@nyu.edu', '1234qwer', 'Sean', 'Miller', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JS-588095', 'js46114@nyu.edu', '1234qwer', 'John', 'Stevenson', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JL-1583545', 'jl19063@nyu.edu', '1234qwer', 'John', 'Lee', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RA-1994548', 'ra12973@nyu.edu', '1234qwer', 'Ryan', 'Akin', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('PK-1907545', 'pk16558@nyu.edu', '1234qwer', 'Pete', 'Kriz', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AG-1033012', 'ag5929@nyu.edu', '1234qwer', 'Alex', 'Grayson', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BM-1165082', 'bm7771@nyu.edu', '1234qwer', 'Brian', 'Moss', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('KW-1657027', 'kw27497@nyu.edu', '1234qwer', 'Kelly', 'Williams', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JE-616524', 'je43050@nyu.edu', '1234qwer', 'Justin', 'Ellison', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RD-1990036', 'rd1154@nyu.edu', '1234qwer', 'Ruben', 'Dartt', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CS-1240028', 'cs6454@nyu.edu', '1234qwer', 'Christopher', 'Schild', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('OT-1873031', 'ot7827@nyu.edu', '1234qwer', 'Olvera', 'Toch', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('NP-1868588', 'np21894@nyu.edu', '1234qwer', 'Nora', 'Pelletier', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TH-2123564', 'th14492@nyu.edu', '1234qwer', 'Tiffany', 'House', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AR-105401402', 'ar37817@nyu.edu', '1234qwer', 'Andy', 'Reiter', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AR-105401404', 'ar38757@nyu.edu', '1234qwer', 'Andy', 'Reiter', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RE-1940527', 're21521@nyu.edu', '1234qwer', 'Ricardo', 'Emerson', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AG-1076539', 'ag9307@nyu.edu', '1234qwer', 'Anthony', 'Garverick', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('GB-1457518', 'gb3243@nyu.edu', '1234qwer', 'Giulietta', 'Baptist', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MD-1786098', 'md8861@nyu.edu', '1234qwer', 'Michael', 'Dominguez', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('KD-1634545', 'kd16859@nyu.edu', '1234qwer', 'Katherine', 'Ducich', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('YS-2188048', 'ys12895@nyu.edu', '1234qwer', 'Yana', 'Sorensen', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AR-105401406', 'ar35286@nyu.edu', '1234qwer', 'Andy', 'Reiter', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('KW-1657058', 'kw24146@nyu.edu', '1234qwer', 'Kelly', 'Williams', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JC-16105139', 'jc15117@nyu.edu', '1234qwer', 'Julie', 'Creighton', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DE-325519', 'de46162@nyu.edu', '1234qwer', 'Deanra', 'Eno', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CM-11830139', 'cm12110@nyu.edu', '1234qwer', 'Cari', 'MacIntyre', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JM-1558018', 'jm10052@nyu.edu', '1234qwer', 'Jill', 'Matthias', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AH-1003014', 'ah19499@nyu.edu', '1234qwer', 'Aaron', 'Hawkins', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('SH-2063527', 'sh27987@nyu.edu', '1234qwer', 'Stefanie', 'Holloman', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TH-21550139', 'th14541@nyu.edu', '1234qwer', 'Tracy', 'Hopkins', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JD-601595', 'jd47713@nyu.edu', '1234qwer', 'Joy', 'Daniels', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CM-1181548', 'cm12137@nyu.edu', '1234qwer', 'Candace', 'McMahon', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('IM-1507091', 'im15987@nyu.edu', '1234qwer', 'Irene', 'Maddox', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('ML-17395120', 'ml19685@nyu.edu', '1234qwer', 'Marina', 'Lichtenstein', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JS-15880120', 'js13234@nyu.edu', '1234qwer', 'John', 'Stevenson', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AS-1004564', 'as15978@nyu.edu', '1234qwer', 'Aaron', 'Smayling', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JG-1580545', 'jg12684@nyu.edu', '1234qwer', 'John', 'Grady', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JP-1546045', 'jp18155@nyu.edu', '1234qwer', 'Jennifer', 'Patt', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('NP-18700120', 'np13789@nyu.edu', '1234qwer', 'Nora', 'Preis', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('FO-1430514', 'fo16165@nyu.edu', '1234qwer', 'Frank', 'Olsen', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CR-273038', 'cr46149@nyu.edu', '1234qwer', 'Craig', 'Reiter', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RC-99603', 'rc45980@nyu.edu', '1234qwer', 'Ryan', 'Crowe', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CM-1183093', 'cm2511@nyu.edu', '1234qwer', 'Cari', 'MacIntyre', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AO-10810139', 'ao16013@nyu.edu', '1234qwer', 'Anthony', 'O\'Donnell', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AY-105551404', 'ay34260@nyu.edu', '1234qwer', 'Andy', 'Yotov', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MD-17350139', 'md16581@nyu.edu', '1234qwer', 'Maribeth', 'Dona', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TB-214007', 'tb24155@nyu.edu', '1234qwer', 'Tom', 'Boeckenhauer', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('GH-1442598', 'gh1721@nyu.edu', '1234qwer', 'Gary', 'Hwang', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TB-11250109', 'tb44600@nyu.edu', '1234qwer', 'Tim', 'Brockman', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JB-1604564', 'jb15414@nyu.edu', '1234qwer', 'Julia', 'Barnett', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('SG-2060582', 'sg7209@nyu.edu', '1234qwer', 'Speros', 'Goranitis', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RA-9285134', 'ra46665@nyu.edu', '1234qwer', 'Ralph', 'Arnett', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RL-1961518', 'rl3151@nyu.edu', '1234qwer', 'Rob', 'Lucas', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MG-8205117', 'mg47135@nyu.edu', '1234qwer', 'Mitch', 'Gastineau', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MY-829538', 'my50326@nyu.edu', '1234qwer', 'Muhammed', 'Yedwab', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CS-1250545', 'cs15243@nyu.edu', '1234qwer', 'Cindy', 'Stewart', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('KH-16690120', 'kh17249@nyu.edu', '1234qwer', 'Kristen', 'Hastings', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('HM-1486018', 'hm4362@nyu.edu', '1234qwer', 'Harry', 'Marie', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CA-1196518', 'ca8381@nyu.edu', '1234qwer', 'Carol', 'Adams', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AY-105551406', 'ay39986@nyu.edu', '1234qwer', 'Andy', 'Yotov', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('SR-2042548', 'sr19622@nyu.edu', '1234qwer', 'Sharelle', 'Roach', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('VG-2179045', 'vg18664@nyu.edu', '1234qwer', 'Vivek', 'Gonzalez', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DW-13585132', 'dw2343@nyu.edu', '1234qwer', 'Dorothy', 'Wardle', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('PS-1904592', 'ps30596@nyu.edu', '1234qwer', 'Penelope', 'Sewall', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JM-1586564', 'jm19876@nyu.edu', '1234qwer', 'John', 'Murray', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AR-105701408', 'ar38254@nyu.edu', '1234qwer', 'Anemone', 'Ratner', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('ES-1408018', 'es541@nyu.edu', '1234qwer', 'Erin', 'Smith', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('LS-7245131', 'ls49503@nyu.edu', '1234qwer', 'Lynn', 'Smith', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RE-194507', 're22988@nyu.edu', '1234qwer', 'Richard', 'Eichhorn', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JF-1556527', 'jf28792@nyu.edu', '1234qwer', 'Jill', 'Fjeld', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TB-1125060', 'tb49908@nyu.edu', '1234qwer', 'Tim', 'Brockman', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('SH-1997555', 'sh9609@nyu.edu', '1234qwer', 'Sally', 'Hughsby', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MS-1783045', 'ms17717@nyu.edu', '1234qwer', 'Melanie', 'Seite', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('LH-17155104', 'lh13043@nyu.edu', '1234qwer', 'Logan', 'Haushalter', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TB-2152059', 'tb20584@nyu.edu', '1234qwer', 'Tracy', 'Blumstein', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AB-10255144', 'ab20608@nyu.edu', '1234qwer', 'Alejandro', 'Ballentine', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TH-2111578', 'th28367@nyu.edu', '1234qwer', 'Thea', 'Hudgings', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AH-105851408', 'ah37327@nyu.edu', '1234qwer', 'Angele', 'Hood', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AH-105851404', 'ah35602@nyu.edu', '1234qwer', 'Angele', 'Hood', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('LC-688533', 'lc48054@nyu.edu', '1234qwer', 'Lena', 'Creighton', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DW-348061', 'dw49985@nyu.edu', '1234qwer', 'Dianna', 'Wilson', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('FH-1427528', 'fh9445@nyu.edu', '1234qwer', 'Frank', 'Hawley', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AC-66022', 'ac45570@nyu.edu', '1234qwer', 'Anna', 'Chung', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('EJ-1372059', 'ej24296@nyu.edu', '1234qwer', 'Ed', 'Jacobs', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RB-1970527', 'rb28205@nyu.edu', '1234qwer', 'Roger', 'Barcio', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AH-105851402', 'ah35507@nyu.edu', '1234qwer', 'Angele', 'Hood', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('EM-1409545', 'em18388@nyu.edu', '1234qwer', 'Eudokia', 'Martin', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('LL-1684066', 'll21409@nyu.edu', '1234qwer', 'Lauren', 'Leatherbury', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('ML-1741048', 'ml14300@nyu.edu', '1234qwer', 'Maris', 'LaWare', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MY-17380120', 'my17295@nyu.edu', '1234qwer', 'Maribeth', 'Yedwab', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('CR-12730113', 'cr29681@nyu.edu', '1234qwer', 'Craig', 'Reiter', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BO-1135058', 'bo28779@nyu.edu', '1234qwer', 'Bill', 'Overfelt', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MG-1814548', 'mg20280@nyu.edu', '1234qwer', 'Mike', 'Gockenbach', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('VP-2176059', 'vp26656@nyu.edu', '1234qwer', 'Victoria', 'Pisteka', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MR-1754564', 'mr16091@nyu.edu', '1234qwer', 'Mathew', 'Reese', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('VG-2180518', 'vg4689@nyu.edu', '1234qwer', 'Vivek', 'Grady', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DM-301560', 'dm48560@nyu.edu', '1234qwer', 'Darrin', 'Martin', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DD-1357064', 'dd12457@nyu.edu', '1234qwer', 'Dorothy', 'Dickinson', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MG-1789055', 'mg4853@nyu.edu', '1234qwer', 'Michael', 'Granlund', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BW-11110139', 'bw15578@nyu.edu', '1234qwer', 'Bart', 'Watters', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('SC-2069578', 'sc21831@nyu.edu', '1234qwer', 'Steve', 'Chapman', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JK-1612018', 'jk7464@nyu.edu', '1234qwer', 'Julie', 'Kriz', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('PO-1886564', 'po10984@nyu.edu', '1234qwer', 'Patrick', 'O\'Donnell', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AB-106001404', 'ab32664@nyu.edu', '1234qwer', 'Ann', 'Blume', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('GT-14710118', 'gt24022@nyu.edu', '1234qwer', 'Greg', 'Tran', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AC-1042082', 'ac613@nyu.edu', '1234qwer', 'Alyssa', 'Crouse', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('KN-167057', 'kn24097@nyu.edu', '1234qwer', 'Kristina', 'Nunn', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AB-1016548', 'ab17926@nyu.edu', '1234qwer', 'Alan', 'Barnes', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('FM-421586', 'fm48833@nyu.edu', '1234qwer', 'Filia', 'McAdams', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('SP-2092018', 'sp9669@nyu.edu', '1234qwer', 'Susan', 'Pistek', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MZ-1733555', 'mz832@nyu.edu', '1234qwer', 'Maria', 'Zettner', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('NM-1852058', 'nm27921@nyu.edu', '1234qwer', 'Neoma', 'Murray', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('GW-1460558', 'gw28773@nyu.edu', '1234qwer', 'Giulietta', 'Weimer', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AR-1057039', 'ar3647@nyu.edu', '1234qwer', 'Anemone', 'Ratner', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JO-1514566', 'jo27616@nyu.edu', '1234qwer', 'Jack', 'O\'Briant', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('TC-1153533', 'tc48259@nyu.edu', '1234qwer', 'Tracy', 'Collins', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RR-1952518', 'rr10214@nyu.edu', '1234qwer', 'Rick', 'Reed', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AB-106001408', 'ab39050@nyu.edu', '1234qwer', 'Ann', 'Blume', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AB-106001402', 'ab35427@nyu.edu', '1234qwer', 'Ann', 'Blume', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('BD-1172539', 'bd9931@nyu.edu', '1234qwer', 'Bruce', 'Degenhardt', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('EB-1397564', 'eb15265@nyu.edu', '1234qwer', 'Erica', 'Bern', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('RP-1939058', 'rp29620@nyu.edu', '1234qwer', 'Resi', 'Pölking', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('AR-1034559', 'ar24738@nyu.edu', '1234qwer', 'Alex', 'Russell', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('DW-348049', 'dw51089@nyu.edu', '1234qwer', 'Dianna', 'Wilson', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('MW-1823539', 'mw6002@nyu.edu', '1234qwer', 'Mitch', 'Willingham', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('JL-1585092', 'jl30385@nyu.edu', '1234qwer', 'John', 'Lucas', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('NG-1843058', 'ng23980@nyu.edu', '1234qwer', 'Nathan', 'Gelder', 'Consumer', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('GH-1441082', 'gh8331@nyu.edu', '1234qwer', 'Gary', 'Hansen', 'Home Office', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
('SW-20755113', 'sw23913@nyu.edu', '1234qwer', 'Steven', 'Ward', 'Corporate', 'New York', '2ea128a1-5990-4666-90cf-9a4e266136c0'), 
